ID	Concept	Doculect	Value	Tokens
17603	face	e531mwimbi	oðío	o ð i o
17604	fall	e531mwimbi	-ɣòà	ɣ o a
17605	fat, oil	e531mwimbi	maɣúta	m a ɣ u t a
17606	feather	e531mwimbi	ɣuɛ́	ɣ u ɛ
17607	fingernail	e531mwimbi	rokuɲó	r o k u ɲ o
17608	fire	e531mwimbi	mòàŋkì	m o a ŋ k i
17609	fire-wood	e531mwimbi	ŋkó	ŋ k o
17610	fish	e531mwimbi	ɣ)ekoyó	ɣ e k o j o
17611	five	e531mwimbi	-táːnɔ	t aː n ɔ
17612	fly	e531mwimbi	-βùːròkà	β uː r o k a
17613	four	e531mwimbi	-ná	n a
17614	give	e531mwimbi	-nɛ́ŋk(an)ɛra	n ɛ ŋ k a n ɛ r a
17615	goat	e531mwimbi	mbóri	m b o r i
17616	hair	e531mwimbi	rojuere	r o j u e r e
17617	head	e531mwimbi	kèɔ̀ŋgɔ́	k e ɔ ŋ g ɔ
17618	hear	e531mwimbi	-éːɣwa	eː ɣ w a
17619	heart	e531mwimbi	ŋkɔ́rɔ	ŋ k ɔ r ɔ
17620	horn	e531mwimbi	roɣɔji	r o ɣ ɔ j i
17621	house	e531mwimbi	ɲɔːmbá	ɲ ɔː m b a
17622	hunger	e531mwimbi	mpára	m p a r a
17623	intestine	e531mwimbi	màrà	m a r a
17624	iron	e531mwimbi	(ɲ)cùːmà	ɲ c uː m a
17625	kill	e531mwimbi	-óraɣa	o r a ɣ a
17626	knee	e531mwimbi	erú	e r u
17627	know	e531mwimbi	-mɛ̀ɲà	m ɛ ɲ a
17628	leaf	e531mwimbi	eðaŋgó	e ð a ŋ g o
17629	leg	e531mwimbi	kòɣòrò	k o ɣ o r o
17630	liver	e531mwimbi	etɛ́ma	e t ɛ m a
17631	louse	e531mwimbi	ndáa	n d a a
17632	man	e531mwimbi	ɲjamba	ɲ j a m b a
17633	moon	e531mwimbi	moɛ́ːri	m o ɛː r i
17634	mouth	e531mwimbi	kàɲùà	k a ɲ u a
17635	name	e531mwimbi	riéːtwa	r i eː t w a
17636	navel	e531mwimbi	mokɔ́ɲɛ	m o k ɔ ɲ ɛ
17637	neck	e531mwimbi	ŋkíːŋgɔ́	ŋ k iː ŋ g ɔ
17638	nose	e531mwimbi	ɲóːro	ɲ oː r o
17639	one	e531mwimbi	-mwɛ́	m w ɛ
17640	person	e531mwimbi	mòːntò	m oː n t o
17641	rain	e531mwimbi	mbúra	m b u r a
17642	road	e531mwimbi	ɲjerá	ɲ j e r a
17643	root	e531mwimbi	moríi	m o r i i
17644	salt	e531mwimbi	cùmbè	c u m b e
17645	sand	e531mwimbi	mòðàŋgà	m o ð a ŋ g a
17646	see	e531mwimbi	-ɔ́na	ɔ n a
17647	send	e531mwimbi	-tóma	t o m a
17648	shame	e531mwimbi	nðɔ́ni	n ð ɔ n i
17649	skin	e531mwimbi	ɣekɔndɛ́	ɣ e k ɔ n d ɛ
17650	smoke	e531mwimbi	tɔ̀ːɣɔ̀	t ɔː ɣ ɔ
17651	spear	e531mwimbi	etúmɔ	e t u m ɔ
17652	steal	e531mwimbi	-íːya	iː j a
17653	stone	e531mwimbi	eíɣa	e i ɣ a
17654	sun	e531mwimbi	rióːa	r i oː a
17655	tail	e531mwimbi	mòcìnɔ̀	m o c i n ɔ
17656	ten	e531mwimbi	ekómi	e k o m i
17657	three	e531mwimbi	-ðáto	ð a t o
17658	tongue	e531mwimbi	roríme	r o r i m e
17659	tooth	e531mwimbi	èɣɛ̀ɣɔ̀	e ɣ ɛ ɣ ɔ
17660	tree	e531mwimbi	moté	m o t e
17661	two	e531mwimbi	-eré	e r e
17662	village	e531mwimbi	ntóːra	n t oː r a
17663	vomit	e531mwimbi	-táeka	t a e k a
17664	war	e531mwimbi	ndɔ̀à	n d ɔ a
17665	water	e531mwimbi	róːje	r oː j e
17666	wind	e531mwimbi	rokóŋgi	r o k o ŋ g i
17667	woman	e531mwimbi	moká	m o k a
17668	animal	e53igoji	ɲàmà	ɲ a m a
17669	arm	e53igoji	ɲjára	ɲ j a r a
17670	ashes	e53igoji	mòjù	m o j u
17671	bed	e53igoji	ɣetandá	ɣ e t a n d a
17672	big	e53igoji	-nɛ́nɛ	n ɛ n ɛ
17673	bird	e53igoji	kèɲɔ̀nì	k e ɲ ɔ n i
17674	bite	e53igoji	-róma	r o m a
17675	blood	e53igoji	ðáríkɛ́	ð a r i k ɛ
17676	bone	e53igoji	moéndéndé	m o e n d e n d e
17677	breast	e53igoji	ɲɔ̀ntɔ̀	ɲ ɔ n t ɔ
17678	burn	e53igoji	-éːðia	eː ð i a
17679	child	e53igoji	moáːna	m o aː n a
17680	cloud	e53igoji	ètù	e t u
17681	come	e53igoji	-èːja	eː j a
17682	count	e53igoji	-tára	t a r a
17683	die	e53igoji	-kúa	k u a
17684	dog	e53igoji	kúro	k u r o
17685	drink	e53igoji	-ɲá	ɲ a
17686	ear	e53igoji	ɣotó	ɣ o t o
17687	eat	e53igoji	-reá	r e a
17688	egg	e53igoji	etúmbé	e t u m b e
17689	elephant	e53igoji	ɲjɔ̀ɣù	ɲ j ɔ ɣ u
17690	eye	e53igoji	riíðɔ	r i i ð ɔ
17691	face	e53igoji	oðío	o ð i o
17692	fall	e53igoji	-ɣòà	ɣ o a
17693	fat, oil	e53igoji	maɣúta	m a ɣ u t a
17694	feather	e53igoji	ɣuɛ́	ɣ u ɛ
17695	fingernail	e53igoji	rokuɲó	r o k u ɲ o
17696	fire	e53igoji	mòàŋkì	m o a ŋ k i
17697	fire-wood	e53igoji	ŋkó	ŋ k o
17698	fish	e53igoji	(ɣ)ekoyó	ɣ e k o j o
17699	five	e53igoji	-táːnɔ́	t aː n ɔ
17700	fly	e53igoji	-βùːròkà	β uː r o k a
17701	four	e53igoji	-ná	n a
17702	give	e53igoji	-á	a
17703	goat	e53igoji	mbóri	m b o r i
17704	hair	e53igoji	ɲjuéːre	ɲ j u eː r e
17705	head	e53igoji	kèɔ̀ŋgɔ́	k e ɔ ŋ g ɔ
17706	hear	e53igoji	-íːɣwa	iː ɣ w a
17707	heart	e53igoji	ŋkɔ́rɔ	ŋ k ɔ r ɔ
17708	house	e53igoji	ɲɔːmbá	ɲ ɔː m b a
17709	hunger	e53igoji	mpára	m p a r a
17710	intestine	e53igoji	màrà	m a r a
17711	iron	e53igoji	(ɲ)cùːmà	ɲ c uː m a
17712	kill	e53igoji	-óraɣa	o r a ɣ a
17713	knee	e53igoji	erú	e r u
17714	know	e53igoji	-mɛ̀ɲà	m ɛ ɲ a
17715	leaf	e53igoji	eðaŋgó	e ð a ŋ g o
17716	leg	e53igoji	kòɣòrò	k o ɣ o r o
17717	liver	e53igoji	etɛ́ma	e t ɛ m a
17718	louse	e53igoji	ndàà	n d a a
17719	moon	e53igoji	moɛ́ːri	m o ɛː r i
17720	mouth	e53igoji	kàɲùà	k a ɲ u a
17721	name	e53igoji	riéːtwa	r i eː t w a
17722	navel	e53igoji	mokɔ́ɲɛ	m o k ɔ ɲ ɛ
17723	neck	e53igoji	ŋkíːŋgɔ́	ŋ k iː ŋ g ɔ
17724	nose	e53igoji	ɲóːro	ɲ oː r o
17725	one	e53igoji	-mwɛ́	m w ɛ
17726	person	e53igoji	mòːntò	m oː n t o
17727	rain	e53igoji	mbúra	m b u r a
17728	road	e53igoji	ɲjerá	ɲ j e r a
17729	root	e53igoji	mòrì	m o r i
17730	salt	e53igoji	cùmbè	c u m b e
17731	sand	e53igoji	mòðàŋgà	m o ð a ŋ g a
17732	see	e53igoji	-ɔ́na	ɔ n a
17733	send	e53igoji	-tóma	t o m a
17734	shame	e53igoji	nðɔ́ni	n ð ɔ n i
17735	skin	e53igoji	ɣekɔndɛ́	ɣ e k ɔ n d ɛ
17736	smoke	e53igoji	tɔːɣí	t ɔː ɣ i
17737	spear	e53igoji	etúmo	e t u m o
17738	steal	e53igoji	-íːya	iː j a
17739	stone	e53igoji	eíɣa	e i ɣ a
17740	sun	e53igoji	rióːa	r i oː a
17741	tail	e53igoji	moðéríɲa	m o ð e r i ɲ a
17742	ten	e53igoji	ekómi	e k o m i
17743	three	e53igoji	-ðáto	ð a t o
17744	tongue	e53igoji	roríme	r o r i m e
17745	tooth	e53igoji	èèɣɔ̀	e e ɣ ɔ
17746	tree	e53igoji	moté	m o t e
17747	two	e53igoji	-eré	e r e
17748	village	e53igoji	ntóːra	n t oː r a
17749	vomit	e53igoji	-táeka	t a e k a
17750	war	e53igoji	ndɔ̀à	n d ɔ a
17751	water	e53igoji	róːje	r oː j e
17752	wind	e53igoji	rùːwɔ̀	r uː w ɔ
17753	woman	e53igoji	moká	m o k a
17754	animal	e53imenti	ɲàmà	ɲ a m a
17755	arm	e53imenti	ɲjára	ɲ j a r a
17756	ashes	e53imenti	mòjù	m o j u
17757	bark	e53imenti	ɣikɔnɛ	ɣ i k ɔ n ɛ
17758	bed	e53imenti	ɣetandá	ɣ e t a n d a
17759	belly	e53imenti	keu	k e u
17760	big	e53imenti	-nɛ́nɛ	n ɛ n ɛ
17761	bird	e53imenti	ɲɔ̀nì	ɲ ɔ n i
17762	bite	e53imenti	-róma	r o m a
17763	blood	e53imenti	ðáríkɛ́	ð a r i k ɛ
17764	bone	e53imenti	moéndéndé	m o e n d e n d e
17765	breast	e53imenti	ɲɔ̀ntɔ̀	ɲ ɔ n t ɔ
17766	burn	e53imenti	-éːðia	eː ð i a
17767	child	e53imenti	moáːna	m o aː n a
17768	cloud	e53imenti	ètù	e t u
17769	come	e53imenti	-èːja	eː j a
17770	count	e53imenti	-tára	t a r a
17771	dew	e53imenti	imɛɛ	i m ɛ ɛ
17772	die	e53imenti	-kúa	k u a
17773	dog	e53imenti	kúro	k u r o
17774	drink	e53imenti	-ɲá	ɲ a
17775	ear	e53imenti	ɣotó	ɣ o t o
17776	eat	e53imenti	-reá	r e a
17777	egg	e53imenti	ŋkára	ŋ k a r a
17778	elephant	e53imenti	ɲjɔ̀ɣù	ɲ j ɔ ɣ u
17779	eye	e53imenti	riíðɔ	r i i ð ɔ
17780	face	e53imenti	oðío	o ð i o
17781	fall	e53imenti	-ɣoà	ɣ o a
17782	fat, oil	e53imenti	maɣúta	m a ɣ u t a
17783	feather	e53imenti	ɣuɛ́	ɣ u ɛ
17784	fingernail	e53imenti	rokuɲó	r o k u ɲ o
17785	fire	e53imenti	mòàŋkì	m o a ŋ k i
17786	fire-wood	e53imenti	ŋkó	ŋ k o
17787	fish	e53imenti	(ɣ)ekoyó	ɣ e k o j o
17788	five	e53imenti	-táːnɔ́	t aː n ɔ
17789	fly	e53imenti	-βùːròkà	β uː r o k a
17790	four	e53imenti	-ná	n a
17791	give	e53imenti	-ɛjana	ɛ j a n a
17792	goat	e53imenti	mbóri	m b o r i
17793	hair	e53imenti	ɲcóori	ɲ c o o r i
17794	head	e53imenti	kèɔ̀ŋgɔ́	k e ɔ ŋ g ɔ
17795	hear	e53imenti	-íːɣwa	iː ɣ w a
17796	heart	e53imenti	ŋkɔ́rɔ	ŋ k ɔ r ɔ
17797	horn	e53imenti	ròɣɔ̀jì	r o ɣ ɔ j i
17798	house	e53imenti	iɲumba	i ɲ u m b a
17799	hunger	e53imenti	mpára	m p a r a
17800	intestine	e53imenti	màrà	m a r a
17801	iron	e53imenti	(ɲ)cùːmà	ɲ c uː m a
17802	kill	e53imenti	-óraɣa	o r a ɣ a
17803	knee	e53imenti	erú	e r u
17804	knife	e53imenti	ɣació	ɣ a c i o
17805	know	e53imenti	-mɛ̀ɲà	m ɛ ɲ a
17806	leaf	e53imenti	kibura	k i b u r a
17807	leg	e53imenti	kòɣòrò	k o ɣ o r o
17808	liver	e53imenti	etɛ́ma	e t ɛ m a
17809	louse	e53imenti	ndàà	n d a a
17810	man	e53imenti	ndumɛ	n d u m ɛ
17811	moon	e53imenti	mwɛri	m w ɛ r i
17812	mouth	e53imenti	murɔmɔ	m u r ɔ m ɔ
17813	name	e53imenti	riéːtwa	r i eː t w a
17814	navel	e53imenti	mokɔ́u	m o k ɔ u
17815	neck	e53imenti	ŋkíːŋgɔ́	ŋ k iː ŋ g ɔ
17816	night	e53imenti	otúko	o t u k o
17817	nose	e53imenti	ɲioro	ɲ i o r o
17818	one	e53imenti	-mwɛ́	m w ɛ
17819	person	e53imenti	mòːntò	m oː n t o
17820	rain	e53imenti	ŋgaí	ŋ g a i
17821	road	e53imenti	ɲjerá	ɲ j e r a
17822	root	e53imenti	mòrì	m o r i
17823	salt	e53imenti	cùmbè	c u m b e
17824	sand	e53imenti	mòðàŋgà	m o ð a ŋ g a
17825	see	e53imenti	-ɔ́na	ɔ n a
17826	send	e53imenti	-tóma	t o m a
17827	shame	e53imenti	nðɔni	n ð ɔ n i
17828	sing	e53imenti	-ina	i n a
17829	skin	e53imenti	muɣuta	m u ɣ u t a
17830	sky	e53imenti	matunɛ	m a t u n ɛ
17831	sleep	e53imenti	tɔrɔ	t ɔ r ɔ
17832	smoke	e53imenti	tɔːɣí	t ɔː ɣ i
17833	spear	e53imenti	etúmo	e t u m o
17834	steal	e53imenti	-íːya	iː j a
17835	stone	e53imenti	eíɣa	e i ɣ a
17836	sun	e53imenti	rióːa	r i oː a
17837	tail	e53imenti	muðiriɲa	m u ð i r i ɲ a
17838	ten	e53imenti	ekómi	e k o m i
17839	three	e53imenti	-ðáto	ð a t o
17840	tongue	e53imenti	roómɛ	r o o m ɛ
17841	tooth	e53imenti	èèɣɔ̀	e e ɣ ɔ
17842	tree	e53imenti	moté	m o t e
17843	two	e53imenti	-eré	e r e
17844	urine	e53imenti	maumaɣɔ	m a u m a ɣ ɔ
17845	village	e53imenti	ntóːra	n t oː r a
17846	vomit	e53imenti	-táeka	t a e k a
17847	walk	e53imenti	-ita	i t a
17848	war	e53imenti	ndwaa	n d w a a
17849	water	e53imenti	roóje	r o o j e
17850	wind	e53imenti	rùːwɔ̀	r uː w ɔ
17851	woman	e53imenti	moká	m o k a
17852	animal	e53meru	ɲama	ɲ a m a
17853	arm	e53meru	uko	u k o
17854	ashes	e53meru	ifu	i f u
17855	bark	e53meru	ikanda	i k a n d a
17856	bed	e53meru	ulili	u l i l i
17857	belly	e53meru	ndeu	n d e u
17858	big	e53meru	nini	n i n i
17859	bird	e53meru	ndeye	n d e j e
17860	bite	e53meru	iimara	i i m a r a
17861	blood	e53meru	usao	u s a o
17862	bone	e53meru	ifuwa	i f u w a
17863	breast	e53meru	mawele	m a w e l e
17864	burn	e53meru	aka	a k a
17865	child	e53meru	mwana	m w a n a
17866	cloud	e53meru	ir-umbe	i r u m b e
17867	come	e53meru	orisho	o r i s h o
17868	count	e53meru	itanla	i t a n l a
17869	dew	e53meru	laa	l a a
17870	die	e53meru	fwa	f w a
17871	dog	e53meru	ikite	i k i t e
17872	drink	e53meru	nwa	n w a
17873	ear	e53meru	kuri	k u r i
17874	eat	e53meru	ila	i l a
17875	egg	e53meru	iyai	i j a i
17876	elephant	e53meru	shofu	s h o f u
17877	eye	e53meru	iriso	i r i s o
17878	face	e53meru	kisangu	k i s a n g u
17879	fall	e53meru	iwa	i w a
17880	fat, oil	e53meru	mafura	m a f u r a
17881	feather	e53meru	mafuli	m a f u l i
17882	fingernail	e53meru	ushaa	u s h a a
17883	fire	e53meru	muro	m u r o
17884	fire-wood	e53meru	ngwi	n g w i
17885	fish	e53meru	ikunga	i k u n g a
17886	five	e53meru	firaanu	f i r a a n u
17887	fly	e53meru	irumbuka	i r u m b u k a
17888	four	e53meru	fiini	f i i n i
17889	give	e53meru	niinjia	n i i n j i a
17890	goat	e53meru	savana	s a v a n a
17891	ground, soil	e53meru	uteri	u t e r i
17892	hair	e53meru	ifuli	i f u l i
17893	head	e53meru	nrwe	n r w e
17894	hear	e53meru	iita	i i t a
17895	heart	e53meru	ngoo	n g o o
17896	horn	e53meru	mbembe	m b e m b e
17897	house	e53meru	numba	n u m b a
17898	hunger	e53meru	soto	s o t o
17899	intestine	e53meru	maala	m a a l a
17900	kill	e53meru	nutuya	n u t u j a
17901	knee	e53meru	nri	n r i
17902	knife	e53meru	jaandu	j a a n d u
17903	know	e53meru	imaɲa	i m a ɲ a
17904	leaf	e53meru	iru	i r u
17905	leg	e53meru	urende	u r e n d e
17906	liver	e53meru	irima	i r i m a
17907	louse	e53meru	nda	n d a
17908	man	e53meru	nndumi	n n d u m i
17909	moon	e53meru	mwiiri	m w i i r i
17910	mouth	e53meru	kana	k a n a
17911	name	e53meru	irina	i r i n a
17912	navel	e53meru	kiboʃo	k i b o ʃ o
17913	neck	e53meru	sungo	s u n g o
17914	night	e53meru	jiyo	j i j o
17915	nose	e53meru	mbua	m b u a
17916	one	e53meru	jimwi	j i m w i
17917	person	e53meru	ndu	n d u
17918	rain	e53meru	fua	f u a
17919	road	e53meru	shiya	s h i j a
17920	root	e53meru	nrari	n r a r i
17921	salt	e53meru	shimbi	s h i m b i
17922	sand	e53meru	nsanga	n s a n g a
17923	see	e53meru	loliya	l o l i j a
17924	send	e53meru	iruma	i r u m a
17925	shame	e53meru	sonu	s o n u
17926	sing	e53meru	iimba	i i m b a
17927	skin	e53meru	ikanda	i k a n d a
17928	sky	e53meru	iruveu	i r u v e u
17929	sleep	e53meru	nruo	n r u o
17930	smoke	e53meru	musu	m u s u
17931	snake	e53meru	shoka	s h o k a
17932	spear	e53meru	ifumu	i f u m u
17933	steal	e53meru	iiva	i i v a
17934	stone	e53meru	iwe	i w e
17935	sun	e53meru	saa	s a a
17936	tail	e53meru	njiya	n j i j a
17937	ten	e53meru	ikumi	i k u m i
17938	three	e53meru	firaru	f i r a r u
17939	tongue	e53meru	ulumi	u l u m i
17940	tooth	e53meru	mwiini	m w i i n i
17941	tree	e53meru	nri	n r i
17942	two	e53meru	fivili	f i v i l i
17943	urine	e53meru	mafaamu	m a f a a m u
17944	village	e53meru	jingu	j i n g u
17945	vomit	e53meru	yooka	j o o k a
17946	walk	e53meru	iira jaaro	i i r a + j a a r o
17947	war	e53meru	fira	f i r a
17948	water	e53meru	mura	m u r a
17949	wind	e53meru	mburato	m b u r a t o
17950	woman	e53meru	nka	n k a
17951	animal	e53meruimenti	ɲama	ɲ a m a
17952	arm	e53meruimenti	njara	n j a r a
17953	ashes	e53meruimenti	mujuu	m u j u u
17954	bark	e53meruimenti	gikone	g i k o n e
17955	bed	e53meruimenti	ururi	u r u r i
17956	belly	e53meruimenti	kiu	k i u
17957	big	e53meruimenti	-nene	n e n e
17958	bird	e53meruimenti	ɲoni	ɲ o n i
17959	bite	e53meruimenti	(ku)ruma	k u r u m a
17960	blood	e53meruimenti	tharike	t h a r i k e
17961	bone	e53meruimenti	mwindindi	m w i n d i n d i
17962	breast	e53meruimenti	ɲoonto	ɲ o o n t o
17963	burn	e53meruimenti	kuya	k u j a
17964	child	e53meruimenti	mwana	m w a n a
17965	cloud	e53meruimenti	matuu	m a t u u
17966	come	e53meruimenti	kwija	k w i j a
17967	count	e53meruimenti	gutara	g u t a r a
17968	dew	e53meruimenti	imee	i m e e
17969	die	e53meruimenti	(gu)kua	g u k u a
17970	dog	e53meruimenti	kuru	k u r u
17971	drink	e53meruimenti	kuɲua	k u ɲ u a
17972	ear	e53meruimenti	gutu	g u t u
17973	eat	e53meruimenti	kurea	k u r e a
17974	egg	e53meruimenti	nkara	n k a r a
17975	elephant	e53meruimenti	njogu	n j o g u
17976	eye	e53meruimenti	riitho	r i i t h o
17977	face	e53meruimenti	uthiu	u t h i u
17978	fall	e53meruimenti	kugua	k u g u a
17979	fat, oil	e53meruimenti	maguta	m a g u t a
17980	feather	e53meruimenti	miriri	m i r i r i
17981	fingernail	e53meruimenti	rukuɲu	r u k u ɲ u
17982	fire	e53meruimenti	mwanki	m w a n k i
17983	fire-wood	e53meruimenti	nkuu	n k u u
17984	fish	e53meruimenti	gikuyu	g i k u j u
17985	five	e53meruimenti	ithano	i t h a n o
17986	fly	e53meruimenti	kuburuka	k u b u r u k a
17987	four	e53meruimenti	iɲa	i ɲ a
17988	give	e53meruimenti	(ku)ejana	k u e j a n a
17989	goat	e53meruimenti	mburi	m b u r i
17990	ground, soil	e53meruimenti	muðetu	m u ð e t u
17991	hair	e53meruimenti	mutundu	m u t u n d u
17992	head	e53meruimenti	kiongo	k i o n g o
17993	hear	e53meruimenti	kwigua	k w i g u a
17994	heart	e53meruimenti	nkoro	n k o r o
17995	horn	e53meruimenti	ngoji	n g o j i
17996	house	e53meruimenti	ɲomba	ɲ o m b a
17997	hunger	e53meruimenti	mpara	m p a r a
17998	intestine	e53meruimenti	maraa	m a r a a
17999	kill	e53meruimenti	kuuraga	k u u r a g a
18000	knee	e53meruimenti	iru	i r u
18001	knife	e53meruimenti	gaciu	g a c i u
18002	know	e53meruimenti	kumeɲa	k u m e ɲ a
18003	leaf	e53meruimenti	kibura	k i b u r a
18004	liver	e53meruimenti	itema	i t e m a
18005	louse	e53meruimenti	ndaa	n d a a
18006	man	e53meruimenti	murume	m u r u m e
18007	moon	e53meruimenti	mweri	m w e r i
18008	mouth	e53meruimenti	muromo	m u r o m o
18009	name	e53meruimenti	riitʷa	r i i tʷ a
18010	navel	e53meruimenti	mukou	m u k o u
18011	neck	e53meruimenti	nkingo	n k i n g o
18012	night	e53meruimenti	utuku	u t u k u
18013	nose	e53meruimenti	ɲiuru	ɲ i u r u
18014	one	e53meruimenti	imwe	i m w e
18015	person	e53meruimenti	muntu	m u n t u
18016	rain	e53meruimenti	ngai	n g a i
18017	road	e53meruimenti	njira	n j i r a
18018	root	e53meruimenti	mirii	m i r i i
18019	salt	e53meruimenti	chumbi	tʃ u m b i
18020	sand	e53meruimenti	muthanga	m u t h a n g a
18021	see	e53meruimenti	kwona	k w o n a
18022	send	e53meruimenti	gutuma	g u t u m a
18023	shame	e53meruimenti	nthoni	n t h o n i
18024	sing	e53meruimenti	kwina	k w i n a
18025	skin	e53meruimenti	muguta homme	m u g u t a + h o m m e
18026	sky	e53meruimenti	matune	m a t u n e
18027	sleep	e53meruimenti	toro	t o r o
18028	smoke	e53meruimenti	togi	t o g i
18029	snake	e53meruimenti	njoka	n j o k a
18030	spear	e53meruimenti	itumu	i t u m u
18031	steal	e53meruimenti	kwiia	k w i i a
18032	stone	e53meruimenti	iiga	i i g a
18033	sun	e53meruimenti	riua	r i u a
18034	tail	e53meruimenti	muthiriɲa	m u t h i r i ɲ a
18035	ten	e53meruimenti	ikumi	i k u m i
18036	three	e53meruimenti	ithatu	i t h a t u
18037	tongue	e53meruimenti	iigo	i i g o
18038	tooth	e53meruimenti	iigo	i i g o
18039	tree	e53meruimenti	muti	m u t i
18040	two	e53meruimenti	-iri	i r i
18041	urine	e53meruimenti	maumago	m a u m a g o
18042	village	e53meruimenti	ntuura	n t u u r a
18043	vomit	e53meruimenti	gutaika	g u t a i k a
18044	walk	e53meruimenti	gwita rugendo	g w i t a + r u g e n d o
18045	war	e53meruimenti	ndwaa	n d w a a
18046	water	e53meruimenti	ruuji	r u u j i
18047	wind	e53meruimenti	ruuo	r u u o
18048	woman	e53meruimenti	muka(akaa)	m u k a
18049	animal	e53merutig	ɲama	ɲ a m a
18050	arm	e53merutig	njara	n j a r a
18051	ashes	e53merutig	muu	m u u
18052	bark	e53merutig	ichau	i tʃ a u
18053	bed	e53merutig	ururi	u r u r i
18054	belly	e53merutig	nda	n d a
18055	big	e53merutig	-nene	n e n e
18056	bird	e53merutig	ɲoni	ɲ o n i
18057	bite	e53merutig	(ku)ruma	k u r u m a
18058	blood	e53merutig	tharike	t h a r i k e
18059	bone	e53merutig	muluitu	m u l u i t u
18060	breast	e53merutig	ɲonto	ɲ o n t o
18061	burn	e53merutig	(w)akana	w a k a n a
18062	child	e53merutig	mwaana	m w a a n a
18063	cloud	e53merutig	itu	i t u
18064	come	e53merutig	(i)yu	i j u
18065	count	e53merutig	(ku)tala	k u t a l a
18066	dew	e53merutig	ime	i m e
18067	die	e53merutig	(u)kua	u k u a
18068	dog	e53merutig	kuru	k u r u
18069	drink	e53merutig	(ku)ɲua	k u ɲ u a
18070	ear	e53merutig	utu	u t u
18071	eat	e53merutig	ku-ria	k u r i a
18072	egg	e53merutig	nkala	n k a l a
18073	elephant	e53merutig	njou	n j o u
18074	eye	e53merutig	riitho	r i i t h o
18075	face	e53merutig	uthiu	u t h i u
18076	fall	e53merutig	(ku)wa	k u w a
18077	fat, oil	e53merutig	mauta	m a u t a
18078	feather	e53merutig	mbwi	m b w i
18079	fingernail	e53merutig	rukuɲu	r u k u ɲ u
18080	fire	e53merutig	mwonki	m w o n k i
18081	fire-wood	e53merutig	nku	n k u
18082	fish	e53merutig	ikuyu	i k u j u
18083	five	e53merutig	ithano	i t h a n o
18084	fly	e53merutig	ku-buruka	k u b u r u k a
18085	four	e53merutig	iɲa	i ɲ a
18086	give	e53merutig	(kwa)a	k w a a
18087	goat	e53merutig	mburi	m b u r i
18088	ground, soil	e53merutig	muðetu	m u ð e t u
18089	hair	e53merutig	njwiri	n j w i r i
18090	head	e53merutig	kiongo	k i o n g o
18091	hear	e53merutig	(ku)ikua	k u i k u a
18092	heart	e53merutig	nkoro	n k o r o
18093	horn	e53merutig	rwoi	r w o i
18094	house	e53merutig	ɲumba	ɲ u m b a
18095	hunger	e53merutig	mpara	m p a r a
18096	intestine	e53merutig	mara	m a r a
18097	iron	e53merutig	ithuruthia	i t h u r u t h i a
18098	kill	e53merutig	(ku)raa	k u r a a
18099	knee	e53merutig	iru	i r u
18100	knife	e53merutig	kichiu	k i tʃ i u
18101	know	e53merutig	(ku)meɲa	k u m e ɲ a
18102	leaf	e53merutig	imura	i m u r a
18103	leg	e53merutig	kuuru	k u u r u
18104	liver	e53merutig	itema	i t e m a
18105	louse	e53merutig	ndaa	n d a a
18106	man	e53merutig	ndume	n d u m e
18107	moon	e53merutig	mweri	m w e r i
18108	mouth	e53merutig	muromo	m u r o m o
18109	name	e53merutig	riitʷa	r i i tʷ a
18110	navel	e53merutig	mukou	m u k o u
18111	neck	e53merutig	nkingo	n k i n g o
18112	night	e53merutig	utuku	u t u k u
18113	nose	e53merutig	ɲuuru	ɲ u u r u
18114	one	e53merutig	imwe	i m w e
18115	person	e53merutig	muntu	m u n t u
18116	rain	e53merutig	ngai	n g a i
18117	road	e53merutig	njiva	n j i v a
18118	root	e53merutig	muri	m u r i
18119	salt	e53merutig	chumbi	tʃ u m b i
18120	sand	e53merutig	muthanga	m u t h a n g a
18121	see	e53merutig	(ku)ona	k u o n a
18122	send	e53merutig	(u)tuma	u t u m a
18123	shame	e53merutig	uchonoki	u tʃ o n o k i
18124	sing	e53merutig	(ku)ina	k u i n a
18125	skin	e53merutig	muuta homme	m u u t a + h o m m e
18126	sky	e53merutig	iuru	i u r u
18127	sleep	e53merutig	kumaama	k u m a a m a
18128	smoke	e53merutig	ntoo	n t o o
18129	snake	e53merutig	njoka	n j o k a
18130	spear	e53merutig	itumo	i t u m o
18131	steal	e53merutig	(ku)iya	k u i j a
18132	stone	e53merutig	iiya	i i j a
18133	sun	e53merutig	riua	r i u a
18134	tail	e53merutig	muɲiritha	m u ɲ i r i t h a
18135	ten	e53merutig	ikumi	i k u m i
18136	three	e53merutig	ithatu	i t h a t u
18137	tongue	e53merutig	ruume	r u u m e
18138	tooth	e53merutig	iyo	i j o
18139	tree	e53merutig	muti	m u t i
18140	two	e53merutig	iyili	i j i l i
18141	urine	e53merutig	maumoo	m a u m o o
18142	village	e53merutig	ntuura	n t u u r a
18143	vomit	e53merutig	u-taika	u t a i k a
18144	walk	e53merutig	wita	w i t a
18145	war	e53merutig	ndwa	n d w a
18146	water	e53merutig	rui	r u i
18147	wind	e53merutig	ruo	r u o
18148	woman	e53merutig	muka	m u k a
18149	animal	e53miutini	ɲàmà	ɲ a m a
18150	arm	e53miutini	ɲjára	ɲ j a r a
