ID	Concept	Doculect	Value	Tokens
22632	die	g32doe	ku-fa	k u f a
22633	dog	g32doe	mbwa	m b w a
22634	drink	g32doe	ku-ngwa	k u n g w a
22635	ear	g32doe	gutwi	g u t w i
22636	eat	g32doe	ku-dʸa	k u dʲ a
22637	egg	g32doe	yai	j a i
22638	elephant	g32doe	ndembo	n d e m b o
22639	eye	g32doe	ziso	z i s o
22640	face	g32doe	uso	u s o
22641	fall	g32doe	ku-gwa	k u g w a
22642	fat, oil	g32doe	mavuta	m a v u t a
22643	feather	g32doe	(ma)zoya	m a z o j a
22644	fingernail	g32doe	kombe	k o m b e
22645	fire	g32doe	moto	m o t o
22646	fire-wood	g32doe	nguvi	n g u v i
22647	fish	g32doe	samaki	s a m a k i
22648	five	g32doe	tano	t a n o
22649	fly	g32doe	ku-zumba	k u z u m b a
22650	four	g32doe	nne	n n e
22651	give	g32doe	ku-lava	k u l a v a
22652	goat	g32doe	mbuzi	m b u z i
22653	ground, soil	g32doe	ulongo	u l o n g o
22654	hair	g32doe	ɲele	ɲ e l e
22655	head	g32doe	mutwi	m u t w i
22656	hear	g32doe	-tegeleza	t e g e l e z a
22657	heart	g32doe	moyo	m o j o
22658	horn	g32doe	hembe	h e m b e
22659	house	g32doe	ɲumba	ɲ u m b a
22660	hunger	g32doe	nzala	n z a l a
22661	intestine	g32doe	utumbo	u t u m b o
22662	iron	g32doe	chuma	tʃ u m a
22663	kill	g32doe	ku-koma	k u k o m a
22664	knee	g32doe	vindi	v i n d i
22665	knife	g32doe	mwele	m w e l e
22666	know	g32doe	ku-vimaɲa	k u v i m a ɲ a
22667	leaf	g32doe	zani	z a n i
22668	leg	g32doe	mgulu	m g u l u
22669	liver	g32doe	ini	i n i
22670	louse	g32doe	ngina	n g i n a
22671	man	g32doe	mulume	m u l u m e
22672	moon	g32doe	mwezi	m w e z i
22673	mouth	g32doe	mlomo	m l o m o
22674	name	g32doe	zina	z i n a
22675	navel	g32doe	lukuvu	l u k u v u
22676	neck	g32doe	singo	s i n g o
22677	night	g32doe	ichilo	i tʃ i l o
22678	nose	g32doe	mbula	m b u l a
22679	one	g32doe	mosi	m o s i
22680	person	g32doe	mund'u	m u n d u
22681	rain	g32doe	mvula	m v u l a
22682	road	g32doe	nzila	n z i l a
22683	root	g32doe	maizi	m a i z i
22684	salt	g32doe	muɲu	m u ɲ u
22685	sand	g32doe	msanga	m s a n g a
22686	see	g32doe	ku-ona	k u o n a
22687	send	g32doe	-tuma	t u m a
22688	shame	g32doe	kiɲala	k i ɲ a l a
22689	sing	g32doe	kw-imba	k w i m b a
22690	skin	g32doe	ganda	g a n d a
22691	sky	g32doe	ulanga	u l a n g a
22692	sleep	g32doe	ndongo	n d o n g o
22693	smoke	g32doe	mosi	m o s i
22694	snake	g32doe	ɲoka	ɲ o k a
22695	spear	g32doe	mkuki	m k u k i
22696	steal	g32doe	ku-bawa	k u b a w a
22697	stone	g32doe	iwe	i w e
22698	sun	g32doe	zua	z u a
22699	tail	g32doe	mkila	m k i l a
22700	ten	g32doe	kumi	k u m i
22701	three	g32doe	tatu	t a t u
22702	tongue	g32doe	ulimi	u l i m i
22703	tooth	g32doe	zino	z i n o
22704	tree	g32doe	mti	m t i
22705	two	g32doe	mbili	m b i l i
22706	urine	g32doe	makojo	m a k o j o
22707	village	g32doe	kaya	k a j a
22708	vomit	g32doe	-deka	d e k a
22709	walk	g32doe	ku-tembea	k u t e m b e a
22710	war	g32doe	vita	v i t a
22711	water	g32doe	mazi	m a z i
22712	wind	g32doe	mbeho	m b e h o
22713	woman	g32doe	mwanamke	m w a n a m k e
22714	animal	g32kwere	mɲama	m ɲ a m a
22715	arm	g32kwere	mkono	m k o n o
22716	ashes	g32kwere	ivu	i v u
22717	bark	g32kwere	gome	g o m e
22718	bed	g32kwere	lili	l i l i
22719	belly	g32kwere	inda	i n d a
22720	big	g32kwere	-khulu	k h u l u
22721	bird	g32kwere	chidege	tʃ i d e g e
22722	bite	g32kwere	ku-luma	k u l u m a
22723	blood	g32kwere	damu	d a m u
22724	bone	g32kwere	vuha	v u h a
22725	breast	g32kwere	matombo	m a t o m b o
22726	burn	g32kwere	ku-lungula	k u l u n g u l a
22727	child	g32kwere	mwana	m w a n a
22728	cloud	g32kwere	wingu	w i n g u
22729	come	g32kwere	izo	i z o
22730	count	g32kwere	ku-peta	k u p e t a
22731	dew	g32kwere	nhungwe	n h u n g w e
22732	die	g32kwere	ku-fa	k u f a
22733	dog	g32kwere	umbwa	u m b w a
22734	drink	g32kwere	kuŋwa	k u ŋ w a
22735	ear	g32kwere	gutwi	g u t w i
22736	eat	g32kwere	ku-ja ~ ku-dʸa	k u j a
22737	egg	g32kwere	finga	f i n g a
22738	elephant	g32kwere	nhembo	n h e m b o
22739	eye	g32kwere	ziso	z i s o
22740	face	g32kwere	sula	s u l a
22741	fall	g32kwere	ku-gwa	k u g w a
22742	fat, oil	g32kwere	mavuta	m a v u t a
22743	feather	g32kwere	machipilo	m a tʃ i p i l o
22744	fingernail	g32kwere	ŋhombe	ŋ h o m b e
22745	fire	g32kwere	moto	m o t o
22746	fire-wood	g32kwere	ngodi	n g o d i
22747	fish	g32kwere	somba	s o m b a
22748	five	g32kwere	tano	t a n o
22749	fly	g32kwere	ku-guruka	k u g u r u k a
22750	four	g32kwere	nne	n n e
22751	give	g32kwere	kuŋha	k u ŋ h a
22752	goat	g32kwere	mbuzi	m b u z i
22753	ground, soil	g32kwere	ulongo	u l o n g o
22754	hair	g32kwere	ɲele	ɲ e l e
22755	head	g32kwere	ditwi	d i t w i
22756	hear	g32kwere	ku-hulika	k u h u l i k a
22757	heart	g32kwere	moyo	m o j o
22758	horn	g32kwere	hembe	h e m b e
22759	house	g32kwere	ɲumba	ɲ u m b a
22760	hunger	g32kwere	nzara	n z a r a
22761	intestine	g32kwere	mitumbo	m i t u m b o
22762	iron	g32kwere	zuma	z u m a
22763	kill	g32kwere	ku-koma	k u k o m a
22764	knee	g32kwere	goŋho	g o ŋ h o
22765	knife	g32kwere	mwele	m w e l e
22766	know	g32kwere	ku-maɲa	k u m a ɲ a
22767	leaf	g32kwere	yani	j a n i
22768	leg	g32kwere	mgulu	m g u l u
22769	liver	g32kwere	ini	i n i
22770	louse	g32kwere	ngina	n g i n a
22771	man	g32kwere	mulume	m u l u m e
22772	moon	g32kwere	mwezi	m w e z i
22773	mouth	g32kwere	mulomo	m u l o m o
22774	name	g32kwere	zina	z i n a
22775	navel	g32kwere	chikuvu	tʃ i k u v u
22776	neck	g32kwere	singo	s i n g o
22777	night	g32kwere	ichilo	i tʃ i l o
22778	nose	g32kwere	mhula	m h u l a
22779	one	g32kwere	imwe	i m w e
22780	person	g32kwere	munhu	m u n h u
22781	rain	g32kwere	mvula	m v u l a
22782	road	g32kwere	nzila	n z i l a
22783	root	g32kwere	mzizi	m z i z i
22784	salt	g32kwere	muɲu	m u ɲ u
22785	sand	g32kwere	msanga	m s a n g a
22786	see	g32kwere	ku-ona	k u o n a
22787	send	g32kwere	ku-gala	k u g a l a
22788	shame	g32kwere	chiɲara	tʃ i ɲ a r a
22789	sing	g32kwere	kw-imba	k w i m b a
22790	skin	g32kwere	kaŋha	k a ŋ h a
22791	sky	g32kwere	ulanga	u l a n g a
22792	sleep	g32kwere	nhongo	n h o n g o
22793	smoke	g32kwere	mosi	m o s i
22794	snake	g32kwere	ɲoka	ɲ o k a
22795	spear	g32kwere	mkuki	m k u k i
22796	steal	g32kwere	kw-iba	k w i b a
22797	stone	g32kwere	dibwe	d i b w e
22798	sun	g32kwere	zua	z u a
22799	tail	g32kwere	mkila	m k i l a
22800	ten	g32kwere	kumi	k u m i
22801	three	g32kwere	nhatu	n h a t u
22802	tongue	g32kwere	lulimi	l u l i m i
22803	tooth	g32kwere	zino	z i n o
22804	tree	g32kwere	biki	b i k i
22805	two	g32kwere	mbili	m b i l i
22806	urine	g32kwere	makozo	m a k o z o
22807	village	g32kwere	kaya ~ kae	k a j a
22808	vomit	g32kwere	ku-deka	k u d e k a
22809	walk	g32kwere	ku-ita mwanza	k u i t a + m w a n z a
22810	war	g32kwere	khondo	k h o n d o
22811	water	g32kwere	mazi	m a z i
22812	wind	g32kwere	mbeho	m b e h o
22813	woman	g32kwere	mwanamke	m w a n a m k e
22814	animal	g33zaramo	ɲama	ɲ a m a
22815	arm	g33zaramo	mkono	m k o n o
22816	ashes	g33zaramo	tozi	t o z i
22817	bark	g33zaramo	kwame	k w a m e
22818	bed	g33zaramo	ulili	u l i l i
22819	belly	g33zaramo	hnumbo	h n u m b o
22820	big	g33zaramo	nhulu	n h u l u
22821	bird	g33zaramo	ɲuni	ɲ u n i
22822	bite	g33zaramo	ku-luma	k u l u m a
22823	blood	g33zaramo	damu	d a m u
22824	bone	g33zaramo	mfupa	m f u p a
22825	breast	g33zaramo	matombo	m a t o m b o
22826	burn	g33zaramo	okwaka	o k w a k a
22827	child	g33zaramo	mwana	m w a n a
22828	cloud	g33zaramo	wingu	w i n g u
22829	come	g33zaramo	-izo	i z o
22830	count	g33zaramo	ku-peta	k u p e t a
22831	dew	g33zaramo	tungwe	t u n g w e
22832	die	g33zaramo	ku-fa	k u f a
22833	dog	g33zaramo	dibwa	d i b w a
22834	drink	g33zaramo	ku-ngwa	k u n g w a
22835	ear	g33zaramo	gutwi	g u t w i
22836	eat	g33zaramo	ku-dʸa	k u dʲ a
22837	egg	g33zaramo	finga	f i n g a
22838	elephant	g33zaramo	nhembo	n h e m b o
22839	eye	g33zaramo	siso	s i s o
22840	face	g33zaramo	kihanga	k i h a n g a
22841	fall	g33zaramo	ku-gwa	k u g w a
22842	fat, oil	g33zaramo	mavuta	m a v u t a
22843	feather	g33zaramo	majusi	m a j u s i
22844	fingernail	g33zaramo	nhombe	n h o m b e
22845	fire	g33zaramo	moto	m o t o
22846	fire-wood	g33zaramo	ngodi	n g o d i
22847	fish	g33zaramo	somba	s o m b a
22848	five	g33zaramo	hnano	h n a n o
22849	fly	g33zaramo	ko-guluka	k o g u l u k a
22850	four	g33zaramo	kane	k a n e
22851	give	g33zaramo	ngwelela	n g w e l e l a
22852	goat	g33zaramo	mbuzi	m b u z i
22853	ground, soil	g33zaramo	ulongo	u l o n g o
22854	hair	g33zaramo	mvili	m v i l i
22855	head	g33zaramo	ditwi	d i t w i
22856	hear	g33zaramo	ku-hulika	k u h u l i k a
22857	heart	g33zaramo	zoyo	z o j o
22858	horn	g33zaramo	mhembe	m h e m b e
22859	house	g33zaramo	ŋanda	ŋ a n d a
22860	hunger	g33zaramo	nzala	n z a l a
22861	intestine	g33zaramo	matumbo	m a t u m b o
22862	iron	g33zaramo	zuhma?	z u h m a
22863	kill	g33zaramo	ku-koma	k u k o m a
22864	knee	g33zaramo	vindi	v i n d i
22865	knife	g33zaramo	mwele	m w e l e
22866	know	g33zaramo	ku-maɲa	k u m a ɲ a
22867	leaf	g33zaramo	tepo	t e p o
22868	leg	g33zaramo	mgulu	m g u l u
22869	liver	g33zaramo	ini	i n i
22870	louse	g33zaramo	mhani	m h a n i
22871	man	g33zaramo	mume	m u m e
22872	moon	g33zaramo	mwezi	m w e z i
22873	mouth	g33zaramo	mulomo	m u l o m o
22874	name	g33zaramo	tagwa	t a g w a
22875	navel	g33zaramo	kitovu	k i t o v u
22876	neck	g33zaramo	(singo)	s i n g o
22877	night	g33zaramo	ikilo	i k i l o
22878	nose	g33zaramo	mhula	m h u l a
22879	one	g33zaramo	imwe	i m w e
22880	person	g33zaramo	muhnu	m u h n u
22881	rain	g33zaramo	mvula	m v u l a
22882	road	g33zaramo	vinzila	v i n z i l a
22883	root	g33zaramo	mzizi	m z i z i
22884	salt	g33zaramo	hyumvi?	h j u m v i
22885	sand	g33zaramo	misenga	m i s e n g a
22886	see	g33zaramo	-lola	l o l a
22887	send	g33zaramo	-tuma	t u m a
22888	shame	g33zaramo	kiɲala	k i ɲ a l a
22889	sing	g33zaramo	kw-imba	k w i m b a
22890	skin	g33zaramo	ganda	g a n d a
22891	sky	g33zaramo	mbingu	m b i n g u
22892	sleep	g33zaramo	utulo	u t u l o
22893	smoke	g33zaramo	iyosi	i j o s i
22894	snake	g33zaramo	zoka	z o k a
22895	spear	g33zaramo	mgoha	m g o h a
22896	steal	g33zaramo	-bavi	b a v i
22897	stone	g33zaramo	jiwe	j i w e
22898	sun	g33zaramo	zua	z u a
22899	tail	g33zaramo	mkila	m k i l a
22900	ten	g33zaramo	kumi	k u m i
22901	three	g33zaramo	ndatu	n d a t u
22902	tongue	g33zaramo	lulimi	l u l i m i
22903	tooth	g33zaramo	tsino	ts i n o
22904	tree	g33zaramo	biki	b i k i
22905	two	g33zaramo	wa-bili	w a b i l i
22906	urine	g33zaramo	mkozo	m k o z o
22907	village	g33zaramo	kiisi	k i i s i
22908	vomit	g33zaramo	ku-deka	k u d e k a
22909	walk	g33zaramo	ko-choza	k o tʃ o z a
22910	war	g33zaramo	vita	v i t a
22911	water	g33zaramo	manzhi	m a n z h i
22912	wind	g33zaramo	ubeho	u b e h o
22913	woman	g33zaramo	mtwanzi	m t w a n z i
22914	animal	g34nguungulu	ɲama	ɲ a m a
22915	arm	g34nguungulu	mkono	m k o n o
22916	ashes	g34nguungulu	ma-ivu	m a i v u
22917	bark	g34nguungulu	gome	g o m e
22918	bed	g34nguungulu	ulili	u l i l i
22919	belly	g34nguungulu	kundani	k u n d a n i
22920	big	g34nguungulu	nkulu	n k u l u
22921	bird	g34nguungulu	kadege	k a d e g e
22922	bite	g34nguungulu	ku-luma	k u l u m a
22923	blood	g34nguungulu	sakame	s a k a m e
22924	bone	g34nguungulu	vuha	v u h a
22925	breast	g34nguungulu	matombo	m a t o m b o
22926	burn	g34nguungulu	ku-kweela	k u k w e e l a
22927	child	g34nguungulu	mwana	m w a n a
22928	cloud	g34nguungulu	vunde	v u n d e
22929	come	g34nguungulu	so	s o
22930	count	g34nguungulu	ku-hesabu	k u h e s a b u
22931	dew	g34nguungulu	mnyuzu	m n j u z u
22932	die	g34nguungulu	ku-banika	k u b a n i k a
22933	dog	g34nguungulu	kuli	k u l i
22934	drink	g34nguungulu	ɲwa	ɲ w a
22935	ear	g34nguungulu	gutwi	g u t w i
22936	eat	g34nguungulu	ku-dʸa	k u dʲ a
22937	egg	g34nguungulu	(ma)tagi	m a t a g i
22938	elephant	g34nguungulu	ntembo	n t e m b o
22939	eye	g34nguungulu	ziso	z i s o
22940	face	g34nguungulu	uso	u s o
22941	fall	g34nguungulu	ku-gwa	k u g w a
22942	fat, oil	g34nguungulu	mavuta	m a v u t a
22943	feather	g34nguungulu	mazoya	m a z o j a
22944	fingernail	g34nguungulu	(ma)kombe	m a k o m b e
22945	fire	g34nguungulu	moto	m o t o
22946	fire-wood	g34nguungulu	nkuni	n k u n i
22947	fish	g34nguungulu	samaki	s a m a k i
22948	five	g34nguungulu	ʃano	ʃ a n o
22949	fly	g34nguungulu	ku-puluka	k u p u l u k a
22950	four	g34nguungulu	kane	k a n e
22951	give	g34nguungulu	kw-inkha	k w i n k h a
22952	goat	g34nguungulu	mbuzi	m b u z i
22953	ground, soil	g34nguungulu	ulongo	u l o n g o
22954	hair	g34nguungulu	lufili	l u f i l i
22955	head	g34nguungulu	mtwi	m t w i
22956	hear	g34nguungulu	kw-iva	k w i v a
22957	heart	g34nguungulu	moyo	m o j o
22958	horn	g34nguungulu	hembe	h e m b e
22959	house	g34nguungulu	ɲumba	ɲ u m b a
22960	hunger	g34nguungulu	sala	s a l a
22961	intestine	g34nguungulu	misango	m i s a n g o
22962	iron	g34nguungulu	chuma	tʃ u m a
22963	kill	g34nguungulu	ku-koma	k u k o m a
22964	knee	g34nguungulu	vindi	v i n d i
22965	knife	g34nguungulu	ngola	n g o l a
22966	know	g34nguungulu	ku-maɲa	k u m a ɲ a
22967	leaf	g34nguungulu	zani	z a n i
22968	leg	g34nguungulu	kiga	k i g a
22969	liver	g34nguungulu	ini	i n i
22970	louse	g34nguungulu	da	d a
22971	man	g34nguungulu	mgosi	m g o s i
22972	moon	g34nguungulu	mwezi	m w e z i
22973	mouth	g34nguungulu	mnomo	m n o m o
22974	name	g34nguungulu	zina	z i n a
22975	navel	g34nguungulu	lukuvu	l u k u v u
22976	neck	g34nguungulu	singo	s i n g o
22977	night	g34nguungulu	kilo	k i l o
22978	nose	g34nguungulu	mphula	m p h u l a
22979	one	g34nguungulu	bosi	b o s i
22980	person	g34nguungulu	mntu	m n t u
22981	rain	g34nguungulu	fula	f u l a
22982	road	g34nguungulu	sila	s i l a
22983	root	g34nguungulu	izi	i z i
22984	salt	g34nguungulu	muɲu	m u ɲ u
22985	sand	g34nguungulu	msanga	m s a n g a
22986	see	g34nguungulu	ku-siɲa	k u s i ɲ a
22987	send	g34nguungulu	-tuma	t u m a
22988	shame	g34nguungulu	soni	s o n i
22989	sing	g34nguungulu	kw-imba	k w i m b a
22990	skin	g34nguungulu	nkhanda homme	n k h a n d a + h o m m e
22991	sky	g34nguungulu	kulanga	k u l a n g a
22992	sleep	g34nguungulu	ntongo	n t o n g o
22993	smoke	g34nguungulu	mosi	m o s i
22994	snake	g34nguungulu	ɲoka	ɲ o k a
22995	spear	g34nguungulu	guha	g u h a
22996	steal	g34nguungulu	ku-bawa	k u b a w a
22997	stone	g34nguungulu	(ma)iwe	m a i w e
22998	sun	g34nguungulu	zuwa	z u w a
22999	tail	g34nguungulu	mkila	m k i l a
23000	ten	g34nguungulu	kumi	k u m i
23001	three	g34nguungulu	ntatu	n t a t u
23002	tongue	g34nguungulu	lulimi	l u l i m i
23003	tooth	g34nguungulu	ma-zino	m a z i n o
23004	tree	g34nguungulu	mti	m t i
23005	two	g34nguungulu	kaidi	k a i d i
23006	urine	g34nguungulu	makozo	m a k o z o
23007	village	g34nguungulu	kaya	k a j a
23008	vomit	g34nguungulu	ku-tahika	k u t a h i k a
23009	walk	g34nguungulu	ku-tamba	k u t a m b a
23010	war	g34nguungulu	nkhondo	n k h o n d o
23011	water	g34nguungulu	mazi	m a z i
23012	wind	g34nguungulu	mpeho	m p e h o
23013	woman	g34nguungulu	mvele	m v e l e
23106	animal	g36kami	mɲama	m ɲ a m a
23107	arm	g36kami	mkono	m k o n o
23108	ashes	g36kami	jivu	j i v u
23109	bark	g36kami	gome	g o m e
23110	bed	g36kami	upango	u p a n g o
23111	belly	g36kami	dida	d i d a
23112	big	g36kami	kulu	k u l u
23113	bird	g36kami	ndege	n d e g e
23114	bite	g36kami	ku-gedula	k u g e d u l a
23115	blood	g36kami	mlopa	m l o p a
23116	bone	g36kami	zhege	z h e g e
23117	breast	g36kami	matombo	m a t o m b o
23118	burn	g36kami	ku-lukuzha	k u l u k u z h a
23119	child	g36kami	mwana	m w a n a
23120	cloud	g36kami	wingi ja mvula	w i n g i + j a + m v u l a
23121	come	g36kami	kw-izha	k w i z h a
23122	count	g36kami	ku-peta	k u p e t a
23123	dew	g36kami	tungwe	t u n g w e
23124	die	g36kami	ku-fa	k u f a
23125	dog	g36kami	dibwa	d i b w a
23126	drink	g36kami	ku-ngwa	k u n g w a
23127	ear	g36kami	gutwi	g u t w i
23128	eat	g36kami	ku-ja	k u j a
23129	egg	g36kami	finga	f i n g a
23130	elephant	g36kami	nhembo	n h e m b o
23131	eye	g36kami	siso	s i s o
23132	face	g36kami	chihanga	tʃ i h a n g a
23133	fall	g36kami	ku-goa	k u g o a
23134	fat, oil	g36kami	mafuta	m a f u t a
23135	feather	g36kami	migala	m i g a l a
23136	fingernail	g36kami	lukombe	l u k o m b e
23137	fire	g36kami	moto	m o t o
23138	fire-wood	g36kami	ngodi	n g o d i
23139	fish	g36kami	somba	s o m b a
23140	five	g36kami	tano	t a n o
23141	fly	g36kami	ku-zumha	k u z u m h a
23142	four	g36kami	nne	n n e
23143	give	g36kami	kw-iŋha	k w i ŋ h a
23144	goat	g36kami	mhenhe	m h e n h e
23145	ground, soil	g36kami	ulongo	u l o n g o
23146	hair	g36kami	umvili	u m v i l i
23147	head	g36kami	ditwi	d i t w i
23148	hear	g36kami	ku-hulika	k u h u l i k a
23149	heart	g36kami	moyo	m o j o
23150	horn	g36kami	hembe	h e m b e
23151	house	g36kami	ŋanda	ŋ a n d a
23152	hunger	g36kami	nzala	n z a l a
23153	intestine	g36kami	misango	m i s a n g o
23154	iron	g36kami	chuma	tʃ u m a
23155	kill	g36kami	ku-mkomebazha	k u m k o m e b a z h a
23156	knee	g36kami	nudi	n u d i
23157	knife	g36kami	mwele	m w e l e
23158	know	g36kami	ku-maɲa	k u m a ɲ a
23159	leaf	g36kami	jani	j a n i
23160	leg	g36kami	mgulu	m g u l u
23161	liver	g36kami	ini	i n i
23162	louse	g36kami	mhani	m h a n i
23163	man	g36kami	mulume	m u l u m e
23164	moon	g36kami	mwezi	m w e z i
23165	mouth	g36kami	mlomo	m l o m o
23166	name	g36kami	zhina	z h i n a
23167	navel	g36kami	chikuru	tʃ i k u r u
23168	neck	g36kami	singo	s i n g o
23169	night	g36kami	ichilo	i tʃ i l o
23170	nose	g36kami	mhula	m h u l a
23171	one	g36kami	imwe	i m w e
23172	person	g36kami	munhu	m u n h u
23173	rain	g36kami	mvula	m v u l a
23174	road	g36kami	njila	n j i l a
23175	root	g36kami	mizhizhi	m i z h i z h i
23176	salt	g36kami	muɲu	m u ɲ u
23177	sand	g36kami	msanga	m s a n g a
23178	see	g36kami	ku-lola	k u l o l a
23179	send	g36kami	ku-gala	k u g a l a
23180	shame	g36kami	chiɲala	tʃ i ɲ a l a
23181	sing	g36kami	kw-imba	k w i m b a
23182	skin	g36kami	ganda	g a n d a
23183	sky	g36kami	ulanga	u l a n g a
23184	sleep	g36kami	nhongo	n h o n g o
23185	smoke	g36kami	yosi	j o s i
23186	snake	g36kami	mgendela hasi	m g e n d e l a + h a s i
23187	spear	g36kami	mukuki	m u k u k i
23188	steal	g36kami	ku-iba	k u i b a
23189	stone	g36kami	dibwe	d i b w e
23190	sun	g36kami	zhua	z h u a
23191	tail	g36kami	mkila	m k i l a
23192	ten	g36kami	kumi	k u m i
23193	three	g36kami	ndatu	n d a t u
23194	tongue	g36kami	ulimi	u l i m i
23195	tooth	g36kami	tsino	ts i n o
23196	tree	g36kami	biki	b i k i
23197	two	g36kami	bili	b i l i
23198	urine	g36kami	mkozho	m k o z h o
23199	village	g36kami	cijiji	c i j i j i
23200	vomit	g36kami	ku-deka	k u d e k a
23201	walk	g36kami	ku-gendela migulu	k u g e n d e l a + m i g u l u
23202	war	g36kami	ŋhondo	ŋ h o n d o
23203	water	g36kami	mazhi	m a z h i
23204	wind	g36kami	beho	b e h o
23205	woman	g36kami	mtwanzi	m t w a n z i
23206	animal	g37kutu	ɲama	ɲ a m a
23207	arm	g37kutu	mkono	m k o n o
23208	ashes	g37kutu	tozi	t o z i
23209	bark	g37kutu	gome	g o m e
23210	bed	g37kutu	cinanda	c i n a n d a
23211	belly	g37kutu	dide	d i d e
23212	big	g37kutu	kulu	k u l u
23213	bite	g37kutu	ku-luma	k u l u m a
23214	blood	g37kutu	damu	d a m u
23215	bone	g37kutu	zege	z e g e
23216	breast	g37kutu	matombo	m a t o m b o
23217	burn	g37kutu	-okwakwa	o k w a k w a
23218	child	g37kutu	mwana	m w a n a
23219	cloud	g37kutu	ulanga	u l a n g a
23220	come	g37kutu	-keza	k e z a
23221	count	g37kutu	-peta	p e t a
23222	dew	g37kutu	tungwe	t u n g w e
23223	die	g37kutu	ku-fa	k u f a
23224	dog	g37kutu	dibwa	d i b w a
23225	drink	g37kutu	-iŋwa	i ŋ w a
23226	ear	g37kutu	bwiti	b w i t i
23227	eat	g37kutu	dia	d i a
23228	egg	g37kutu	mafinga	m a f i n g a
23229	elephant	g37kutu	nembo	n e m b o
23230	eye	g37kutu	siso	s i s o
23231	face	g37kutu	kihanga	k i h a n g a
23232	fall	g37kutu	ku-gwa	k u g w a
23233	fat, oil	g37kutu	mafuta	m a f u t a
23234	feather	g37kutu	mitipilo	m i t i p i l o
23235	fingernail	g37kutu	kombe	k o m b e
23236	fire	g37kutu	moto	m o t o
23237	fire-wood	g37kutu	ngodi	n g o d i
23238	fish	g37kutu	somba	s o m b a
23239	five	g37kutu	tano	t a n o
23240	fly	g37kutu	-guluka	g u l u k a
23241	four	g37kutu	nne	n n e
23242	give	g37kutu	-gwelela	g w e l e l a
23243	goat	g37kutu	mbu(t)zi	m b u t z i
23244	ground, soil	g37kutu	dongo	d o n g o
23245	hair	g37kutu	luvili	l u v i l i
23246	head	g37kutu	ditwi	d i t w i
23247	hear	g37kutu	-hulika	h u l i k a
23248	heart	g37kutu	moyo	m o j o
23249	horn	g37kutu	pembe	p e m b e
23250	house	g37kutu	ŋanda	ŋ a n d a
23251	hunger	g37kutu	nzala	n z a l a
23252	intestine	g37kutu	utumbo	u t u m b o
23253	iron	g37kutu	zuma	z u m a
23254	kill	g37kutu	-koma	k o m a
23255	knee	g37kutu	vindi	v i n d i
23256	knife	g37kutu	mwele	m w e l e
23257	know	g37kutu	-maɲa	m a ɲ a
23258	leaf	g37kutu	(t)zani	t z a n i
23259	leg	g37kutu	gondi	g o n d i
23260	liver	g37kutu	ini	i n i
23261	louse	g37kutu	mani	m a n i
23262	man	g37kutu	mulume	m u l u m e
23263	moon	g37kutu	mbalamwezi	m b a l a m w e z i
23264	mouth	g37kutu	mulomo	m u l o m o
23265	name	g37kutu	twaga	t w a g a
23266	navel	g37kutu	chikuvu	tʃ i k u v u
23267	neck	g37kutu	singo	s i n g o
23268	night	g37kutu	ichilo	i tʃ i l o
23269	nose	g37kutu	mula	m u l a
23270	one	g37kutu	moja	m o j a
23271	person	g37kutu	munhu	m u n h u
23272	rain	g37kutu	mvula	m v u l a
23273	road	g37kutu	nzila	n z i l a
23274	root	g37kutu	zi(n)zi	z i n z i
23275	salt	g37kutu	ɲunvi	ɲ u n v i
23276	sand	g37kutu	misanga	m i s a n g a
23277	see	g37kutu	ko-lola	k o l o l a
23278	send	g37kutu	-tuma	t u m a
23279	shame	g37kutu	chiɲala	tʃ i ɲ a l a
23280	sing	g37kutu	kw-imba	k w i m b a
23281	skin	g37kutu	kapi	k a p i
23282	sky	g37kutu	ulanga	u l a n g a
23283	sleep	g37kutu	utolo	u t o l o
23284	smoke	g37kutu	moshi	m o s h i
23285	snake	g37kutu	nzoka	n z o k a
23286	spear	g37kutu	mgoha	m g o h a
23287	steal	g37kutu	kw-iba	k w i b a
23288	stone	g37kutu	dibwe	d i b w e
23289	sun	g37kutu	zua	z u a
23290	tail	g37kutu	mkila	m k i l a
23291	ten	g37kutu	kumi	k u m i
23292	three	g37kutu	ndatu	n d a t u
23293	tongue	g37kutu	lulimi	l u l i m i
23294	tooth	g37kutu	zino ~ tzino	z i n o
23295	tree	g37kutu	mti	m t i
23296	two	g37kutu	bili	b i l i
23297	urine	g37kutu	mko(t)zo	m k o t z o
23298	village	g37kutu	kijiji	k i j i j i
23299	vomit	g37kutu	ku-deka	k u d e k a
23300	walk	g37kutu	-genda	g e n d a
23301	war	g37kutu	vita	v i t a
23302	water	g37kutu	ma(t)zi	m a t z i
23303	wind	g37kutu	beho	b e h o
23304	woman	g37kutu	mtwanzi	m t w a n z i
23305	animal	g39saghala	ɲamandu	ɲ a m a n d u
23306	arm	g39saghala	mkónu	m k o n u
23307	ashes	g39saghala	ivu	i v u
23308	bark	g39saghala	ikoko	i k o k o
23309	bed	g39saghala	ulili	u l i l i
23310	belly	g39saghala	kifu	k i f u
23311	big	g39saghala	-ɓwaa	ɓ w a a
23312	bird	g39saghala	ɲoɲi	ɲ o ɲ i
23313	bite	g39saghala	-lúma	l u m a
23314	blood	g39saghala	biɣáti	b i ɣ a t i
23315	bone	g39saghala	iβindi	i β i n d i
23316	breast	g39saghala	iβéle	i β e l e
